ggml_cuda_init: GGML_CUDA_FORCE_MMQ:    no
ggml_cuda_init: GGML_CUDA_FORCE_CUBLAS: no
ggml_cuda_init: found 8 CUDA devices:
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 1: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 2: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 3: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 4: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 5: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 6: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 7: NVIDIA L40S, compute capability 8.9, VMM: yes

Computing statistics for /shared/user68/workspace/bobchenyx/moe-ne/llama.cpp/imatrix.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   13	attn_v              	      4.53	  0.0000	     0.3842	  0.00	  0.01	   99.95%	  2048	    8.2537	 75.03%	      1.27%	  0.9853
   12	attn_v              	      3.78	  0.0000	     0.2731	  0.00	  0.01	  100.00%	  2048	    8.4395	 76.72%	      1.27%	  0.9840
    3	attn_v              	      3.50	  0.0000	     0.6778	  0.00	  0.02	  100.00%	  2048	    7.3250	 66.59%	      1.12%	  0.7631
   11	attn_v              	      3.02	  0.0000	     0.2956	  0.00	  0.01	  100.00%	  2048	    7.9080	 71.89%	      1.22%	  0.9762
    9	attn_v              	      2.99	  0.0001	     0.2676	  0.00	  0.01	  100.00%	  2048	    8.2061	 74.60%	      1.46%	  0.9420
    6	attn_v              	      2.94	  0.0000	     0.3032	  0.00	  0.01	   99.95%	  2048	    8.5999	 78.18%	      1.17%	  0.9757
   10	attn_v              	      2.67	  0.0000	     0.2165	  0.00	  0.01	   99.95%	  2048	    8.1701	 74.27%	      1.27%	  0.9591
    7	attn_v              	      2.00	  0.0000	     0.1744	  0.00	  0.01	  100.00%	  2048	    8.9125	 81.02%	      1.46%	  0.9665
    4	attn_v              	      1.98	  0.0000	     0.2868	  0.00	  0.01	   99.95%	  2048	    7.7429	 70.39%	      1.07%	  0.9020
    5	attn_v              	      1.79	  0.0001	     0.2561	  0.00	  0.01	  100.00%	  2048	    8.1271	 73.88%	      1.17%	  0.9566
    2	attn_v              	      0.54	  0.0000	     0.0844	  0.00	  0.00	   99.71%	  2048	    8.1105	 73.73%	      1.03%	  0.6052
    1	attn_v              	      0.33	  0.0000	     0.0473	  0.00	  0.00	   76.81%	  2048	    7.8578	 71.43%	      0.83%	  0.3215
    0	attn_v              	      0.15	  0.0000	     0.0116	  0.00	  0.00	   18.12%	  2048	    7.3403	 66.73%	      2.83%	  0.0000
   47	ffn_down_exps       	1718831.50	  0.0010	116098.1641	 17.48	528.92	  100.00%	 98304	   11.3129	 68.21%	      0.26%	  0.0032
   46	ffn_down_exps       	 322695.97	  0.0015	  4040.9817	  3.28	 16.54	  100.00%	 98304	   15.2535	 91.97%	      1.48%	  0.0478
   45	ffn_down_exps       	 192493.55	  0.0137	   366.8488	  1.96	  4.25	  100.00%	 98304	   15.5772	 93.92%	      4.79%	  0.1366
   44	ffn_down_exps       	 148854.50	  0.0080	   238.5302	  1.51	  3.29	  100.00%	 98304	   15.6460	 94.34%	      4.39%	  0.1473
   43	ffn_down_exps       	 129258.91	  0.0065	   350.7305	  1.31	  2.96	  100.00%	 98304	   15.7215	 94.79%	      4.16%	  0.1368
   42	ffn_down_exps       	 101716.95	  0.0238	   211.1195	  1.03	  2.38	  100.00%	 98304	   15.6603	 94.42%	      4.11%	  0.0885
    2	ffn_down_exps       	  73139.80	  0.0000	 72433.9141	  0.74	231.02	   99.99%	 98304	    0.2261	  1.36%	      0.00%	  0.0000
   41	ffn_down_exps       	  67949.98	  0.0049	   177.7250	  0.69	  1.58	  100.00%	 98304	   15.6392	 94.30%	      4.16%	  0.1278
   40	ffn_down_exps       	  46147.97	  0.0172	   101.8062	  0.47	  1.00	  100.00%	 98304	   15.7108	 94.73%	      4.51%	  0.1753
   39	ffn_down_exps       	  29589.14	  0.0057	    67.3799	  0.30	  0.56	  100.00%	 98304	   15.8473	 95.55%	      5.05%	  0.1883
   38	ffn_down_exps       	  20530.08	  0.0021	    24.4376	  0.21	  0.29	  100.00%	 98304	   15.9418	 96.12%	      7.05%	  0.2165
   37	ffn_down_exps       	  18603.70	  0.0090	    27.2094	  0.19	  0.29	  100.00%	 98304	   15.9646	 96.26%	      6.21%	  0.1836
   36	ffn_down_exps       	  10450.08	  0.0154	    22.8452	  0.11	  0.16	  100.00%	 98304	   16.0715	 96.90%	      4.98%	  0.2512
   35	ffn_down_exps       	   9571.84	  0.0073	    12.1319	  0.10	  0.11	  100.00%	 98304	   16.1575	 97.42%	      6.99%	  0.3371
   34	ffn_down_exps       	   8716.78	  0.0097	    18.1296	  0.09	  0.12	  100.00%	 98304	   16.1539	 97.40%	      5.71%	  0.2429
   33	ffn_down_exps       	   7012.00	  0.0107	    18.7987	  0.07	  0.13	  100.00%	 98304	   16.1754	 97.53%	      3.13%	  0.1864
   32	ffn_down_exps       	   6680.95	  0.0101	    27.6051	  0.07	  0.15	  100.00%	 98304	   16.0775	 96.94%	      2.12%	  0.1407
   31	ffn_down_exps       	   5846.56	  0.0077	    23.5657	  0.06	  0.15	  100.00%	 98304	   15.9564	 96.21%	      1.89%	  0.1160
   30	ffn_down_exps       	   5478.04	  0.0054	    27.9363	  0.06	  0.14	  100.00%	 98304	   15.9961	 96.45%	      1.90%	  0.1981
   28	ffn_down_exps       	   5256.58	  0.0064	     7.5152	  0.05	  0.07	  100.00%	 98304	   16.1277	 97.24%	      4.86%	  0.3565
    1	ffn_down_exps       	   5248.66	  0.0000	  4935.1973	  0.05	 15.74	   99.01%	 98304	    1.2631	  7.62%	      0.00%	  0.0007
   29	ffn_down_exps       	   5081.34	  0.0071	     3.7336	  0.05	  0.06	  100.00%	 98304	   16.1646	 97.47%	      6.72%	  0.3290
   27	ffn_down_exps       	   4927.00	  0.0039	     2.5559	  0.05	  0.05	  100.00%	 98304	   16.2266	 97.84%	      7.94%	  0.3650
   25	ffn_down_exps       	   4745.60	  0.0072	     8.3827	  0.05	  0.07	  100.00%	 98304	   16.1930	 97.64%	      4.60%	  0.1917
   26	ffn_down_exps       	   4392.24	  0.0020	     3.7412	  0.04	  0.05	  100.00%	 98304	   16.1922	 97.63%	      7.17%	  0.2072
    3	ffn_down_exps       	   4075.15	  0.0005	  3124.8152	  0.04	  9.97	  100.00%	 98304	    4.1772	 25.19%	      0.00%	  0.0000
   24	ffn_down_exps       	   3892.03	  0.0068	     9.4373	  0.04	  0.05	  100.00%	 98304	   16.2367	 97.90%	      5.30%	  0.3958
   23	ffn_down_exps       	   3802.94	  0.0028	     4.9776	  0.04	  0.04	  100.00%	 98304	   16.2717	 98.11%	      6.59%	  0.3865
   22	ffn_down_exps       	   3551.47	  0.0052	    14.6789	  0.04	  0.06	  100.00%	 98304	   16.2467	 97.96%	      3.32%	  0.2265
   20	ffn_down_exps       	   3217.22	  0.0016	     5.1519	  0.03	  0.04	  100.00%	 98304	   16.2280	 97.85%	      4.24%	  0.1412
   19	ffn_down_exps       	   3142.31	  0.0014	    15.0940	  0.03	  0.09	  100.00%	 98304	   15.9909	 96.42%	      1.65%	  0.1173
   21	ffn_down_exps       	   3123.83	  0.0051	    12.1475	  0.03	  0.05	  100.00%	 98304	   16.2580	 98.03%	      2.67%	  0.1631
   18	ffn_down_exps       	   2999.60	  0.0030	    11.6095	  0.03	  0.07	  100.00%	 98304	   16.0428	 96.73%	      2.02%	  0.2007
   16	ffn_down_exps       	   2288.77	  0.0027	     7.6704	  0.02	  0.04	  100.00%	 98304	   16.1729	 97.52%	      2.88%	  0.3476
   17	ffn_down_exps       	   2137.61	  0.0014	     2.8253	  0.02	  0.02	  100.00%	 98304	   16.2666	 98.08%	      5.86%	  0.3387
   15	ffn_down_exps       	   2068.43	  0.0014	     1.6145	  0.02	  0.02	  100.00%	 98304	   16.2946	 98.25%	      6.70%	  0.3830
   13	ffn_down_exps       	   1972.43	  0.0022	     4.2803	  0.02	  0.02	  100.00%	 98304	   16.2385	 97.91%	      4.99%	  0.3504
   14	ffn_down_exps       	   1930.25	  0.0007	     2.2870	  0.02	  0.02	  100.00%	 98304	   16.2296	 97.86%	      5.61%	  0.3836
   11	ffn_down_exps       	   1512.99	  0.0004	     1.3186	  0.02	  0.01	  100.00%	 98304	   16.2540	 98.00%	      6.81%	  0.3668
   12	ffn_down_exps       	   1485.05	  0.0006	     1.3779	  0.02	  0.01	  100.00%	 98304	   16.2747	 98.13%	      6.65%	  0.3891
    8	ffn_down_exps       	   1453.94	  0.0010	     2.1478	  0.01	  0.02	  100.00%	 98304	   16.1413	 97.32%	      3.32%	  0.1920
    9	ffn_down_exps       	   1426.60	  0.0001	     3.6919	  0.01	  0.02	  100.00%	 98304	   16.1985	 97.67%	      3.37%	  0.2116
   10	ffn_down_exps       	   1412.20	  0.0003	     1.9277	  0.01	  0.02	  100.00%	 98304	   16.2260	 97.84%	      4.65%	  0.2777
    7	ffn_down_exps       	   1267.73	  0.0012	     4.2933	  0.01	  0.03	  100.00%	 98304	   16.0219	 96.61%	      2.26%	  0.1811
    6	ffn_down_exps       	   1086.00	  0.0007	     2.1402	  0.01	  0.02	  100.00%	 98304	   16.1465	 97.36%	      2.94%	  0.2621
    5	ffn_down_exps       	   1070.72	  0.0001	     1.9346	  0.01	  0.02	  100.00%	 98304	   16.0966	 97.06%	      4.12%	  0.3005
    4	ffn_down_exps       	    922.85	  0.0000	     2.0344	  0.01	  0.02	  100.00%	 98304	   16.0590	 96.83%	      3.19%	  0.0017
    0	ffn_down_exps       	    133.24	  0.0000	     0.2312	  0.00	  0.00	   94.04%	 98304	   15.3940	 92.82%	      4.75%	  0.0000
   47	ffn_gate_exps       	 529089.69	  0.0000	  1104.2759	  2.02	 14.36	   99.95%	262144	   15.9863	 88.81%	      0.78%	  0.2484
   46	ffn_gate_exps       	 434715.22	  0.0016	  1044.1302	  1.66	  8.75	  100.00%	262144	   16.7136	 92.85%	      0.97%	  0.2500
   45	ffn_gate_exps       	 391137.34	  0.0000	  1430.5555	  1.49	  7.87	   99.95%	262144	   16.9141	 93.97%	      0.80%	  0.2281
   44	ffn_gate_exps       	 352410.66	  0.0000	  1838.0770	  1.34	  8.02	   99.95%	262144	   16.9347	 94.08%	      0.71%	  0.2579
   43	ffn_gate_exps       	 320838.31	  0.0000	  1496.6589	  1.22	  5.79	   99.95%	262144	   17.0565	 94.76%	      0.87%	  0.2729
   42	ffn_gate_exps       	 286660.28	  0.0000	  2593.7322	  1.09	  6.87	   99.95%	262144	   16.9271	 94.04%	      0.72%	  0.2725
   41	ffn_gate_exps       	 243858.41	  0.0376	   968.3780	  0.93	  4.21	  100.00%	262144	   17.0194	 94.55%	      1.01%	  0.3080
   40	ffn_gate_exps       	 211085.77	  0.0218	  1023.8959	  0.81	  4.18	  100.00%	262144	   16.9849	 94.36%	      0.86%	  0.3001
   39	ffn_gate_exps       	 180434.31	  0.0151	  4939.4131	  0.69	 10.03	  100.00%	262144	   16.8038	 93.35%	      0.29%	  0.2676
   38	ffn_gate_exps       	 150561.53	  0.0373	   493.4563	  0.57	  2.51	  100.00%	262144	   17.0391	 94.66%	      0.93%	  0.2839
   37	ffn_gate_exps       	 145626.78	  0.0419	   802.5273	  0.56	  2.92	  100.00%	262144	   16.9703	 94.28%	      0.81%	  0.2611
   35	ffn_gate_exps       	 128338.84	  0.0427	  3668.5679	  0.49	  7.88	  100.00%	262144	   16.8690	 93.72%	      0.21%	  0.2112
   36	ffn_gate_exps       	 126720.62	  0.0872	   438.4546	  0.48	  2.21	  100.00%	262144	   17.1964	 95.54%	      0.76%	  0.2405
   34	ffn_gate_exps       	 121729.57	  0.0311	  2703.1675	  0.46	  5.58	  100.00%	262144	   17.0801	 94.89%	      0.30%	  0.3189
   30	ffn_gate_exps       	 119076.02	  0.0434	   688.8330	  0.45	  2.23	  100.00%	262144	   17.2543	 95.86%	      0.62%	  0.1551
   31	ffn_gate_exps       	 113809.85	  0.0109	   409.8780	  0.43	  1.71	  100.00%	262144	   17.3397	 96.33%	      0.72%	  0.1700
   33	ffn_gate_exps       	 110884.89	  0.0290	   824.5192	  0.42	  2.60	  100.00%	262144	   17.2992	 96.11%	      0.49%	  0.1698
   32	ffn_gate_exps       	 108465.91	  0.0160	   749.4351	  0.41	  2.13	  100.00%	262144	   17.3491	 96.38%	      0.57%	  0.1652
   29	ffn_gate_exps       	  98170.27	  0.0172	   983.4747	  0.37	  2.37	  100.00%	262144	   17.2209	 95.67%	      0.54%	  0.2777
   28	ffn_gate_exps       	  95957.25	  0.0114	   795.1979	  0.37	  2.63	  100.00%	262144	   17.1741	 95.41%	      0.46%	  0.2758
   27	ffn_gate_exps       	  92238.58	  0.0052	  3353.1099	  0.35	  6.77	  100.00%	262144	   16.9241	 94.02%	      0.18%	  0.1758
   25	ffn_gate_exps       	  83745.30	  0.0328	   697.5698	  0.32	  1.79	  100.00%	262144	   17.3231	 96.24%	      0.60%	  0.1774
   26	ffn_gate_exps       	  83509.55	  0.0080	  3608.0823	  0.32	  7.18	  100.00%	262144	   16.8306	 93.50%	      0.15%	  0.1851
   24	ffn_gate_exps       	  79823.18	  0.0508	   372.8596	  0.30	  1.44	  100.00%	262144	   17.3942	 96.63%	      0.68%	  0.1542
   23	ffn_gate_exps       	  79557.88	  0.0425	  1511.6165	  0.30	  3.13	  100.00%	262144	   17.2892	 96.05%	      0.33%	  0.1326
   18	ffn_gate_exps       	  79322.52	  0.0194	   873.0816	  0.30	  2.07	  100.00%	262144	   17.3622	 96.46%	      0.48%	  0.2417
   19	ffn_gate_exps       	  75413.74	  0.0073	   219.5369	  0.29	  0.92	  100.00%	262144	   17.4958	 97.20%	      0.82%	  0.1333
   22	ffn_gate_exps       	  74985.53	  0.0190	  2274.1880	  0.29	  4.71	  100.00%	262144	   17.0818	 94.90%	      0.19%	  0.2995
   20	ffn_gate_exps       	  72040.35	  0.0082	   513.3941	  0.27	  1.57	  100.00%	262144	   17.4334	 96.85%	      0.51%	  0.1393
   21	ffn_gate_exps       	  69791.75	  0.0109	   382.9007	  0.27	  1.21	  100.00%	262144	   17.5017	 97.23%	      0.56%	  0.1464
   17	ffn_gate_exps       	  61620.98	  0.0046	   701.6865	  0.24	  2.20	  100.00%	262144	   17.2488	 95.83%	      0.33%	  0.2754
   16	ffn_gate_exps       	  61416.35	  0.0035	  1177.7772	  0.23	  2.87	  100.00%	262144	   17.1565	 95.31%	      0.23%	  0.2762
   15	ffn_gate_exps       	  58126.06	  0.0033	  1513.8030	  0.22	  3.23	  100.00%	262144	   17.1600	 95.33%	      0.21%	  0.1692
   14	ffn_gate_exps       	  54468.56	  0.0034	  2297.7183	  0.21	  4.57	  100.00%	262144	   16.9286	 94.05%	      0.13%	  0.1968
   13	ffn_gate_exps       	  52354.51	  0.0117	   443.5420	  0.20	  1.34	  100.00%	262144	   17.2468	 95.82%	      0.53%	  0.1994
   11	ffn_gate_exps       	  46930.04	  0.0070	  1709.8934	  0.18	  4.34	  100.00%	262144	   16.6768	 92.65%	      0.10%	  0.1568
   12	ffn_gate_exps       	  45586.77	  0.0091	   171.5289	  0.17	  0.70	  100.00%	262144	   17.4237	 96.80%	      0.67%	  0.1900
    9	ffn_gate_exps       	  43362.43	  0.0022	   451.9261	  0.17	  1.29	  100.00%	262144	   17.3192	 96.22%	      0.38%	  0.1522
   10	ffn_gate_exps       	  42887.85	  0.0033	   914.0551	  0.16	  2.04	  100.00%	262144	   17.1612	 95.34%	      0.26%	  0.3141
    8	ffn_gate_exps       	  42720.59	  0.0002	   402.1697	  0.16	  1.23	  100.00%	262144	   17.3384	 96.32%	      0.37%	  0.2694
    7	ffn_gate_exps       	  40916.03	  0.0027	   147.3946	  0.16	  0.54	  100.00%	262144	   17.4704	 97.06%	      0.68%	  0.1438
    6	ffn_gate_exps       	  39979.86	  0.0044	   280.7791	  0.15	  0.86	  100.00%	262144	   17.3554	 96.42%	      0.50%	  0.1865
    2	ffn_gate_exps       	  35953.45	  0.0001	 10141.2959	  0.14	 20.50	  100.00%	262144	   10.9432	 60.80%	      0.01%	  0.0413
    5	ffn_gate_exps       	  33553.51	  0.0007	   252.4944	  0.13	  0.81	  100.00%	262144	   17.1792	 95.44%	      0.49%	  0.2830
    4	ffn_gate_exps       	  31708.77	  0.0006	   209.4333	  0.12	  0.64	  100.00%	262144	   17.1670	 95.37%	      0.53%	  0.0486
    3	ffn_gate_exps       	  29782.39	  0.0000	  1659.8724	  0.11	  4.60	  100.00%	262144	   15.4842	 86.02%	      0.08%	  0.0474
    1	ffn_gate_exps       	  14182.80	  0.0005	    34.9492	  0.05	  0.30	  100.00%	262144	   16.5547	 91.97%	      0.60%	  0.4062
    0	ffn_gate_exps       	   7519.40	  0.0001	    10.3119	  0.03	  0.17	  100.00%	262144	   15.8732	 88.18%	      0.92%	  0.0000
   47	ffn_gate_inp        	   3959.17	  0.0000	   281.4289	  1.93	  9.17	   99.95%	  2048	    9.2882	 84.44%	      1.46%	  0.8043
   46	ffn_gate_inp        	   3293.55	  0.0030	   121.2078	  1.61	  4.54	  100.00%	  2048	   10.0286	 91.17%	      2.05%	  0.9851
   45	ffn_gate_inp        	   3021.63	  0.0000	   108.8738	  1.48	  3.61	   99.95%	  2048	   10.2214	 92.92%	      1.90%	  0.9908
   44	ffn_gate_inp        	   2693.56	  0.0000	    88.7610	  1.32	  3.03	   99.95%	  2048	   10.2698	 93.36%	      2.10%	  0.9940
   43	ffn_gate_inp        	   2455.40	  0.0000	    75.5794	  1.20	  2.67	   99.95%	  2048	   10.2930	 93.57%	      2.25%	  0.9826
   42	ffn_gate_inp        	   2198.25	  0.0000	    57.0181	  1.07	  2.48	   99.95%	  2048	   10.2283	 92.98%	      2.10%	  0.9819
   41	ffn_gate_inp        	   1878.34	  0.0583	    45.0775	  0.92	  2.08	  100.00%	  2048	   10.2294	 92.99%	      2.15%	  0.9909
   40	ffn_gate_inp        	   1617.62	  0.0390	    48.7908	  0.79	  1.90	  100.00%	  2048	   10.2081	 92.80%	      2.05%	  0.9890
   39	ffn_gate_inp        	   1348.54	  0.0508	    46.2235	  0.66	  1.60	  100.00%	  2048	   10.2468	 93.15%	      1.51%	  0.9957
   38	ffn_gate_inp        	   1141.77	  0.0524	    45.3607	  0.56	  1.45	  100.00%	  2048	   10.1847	 92.59%	      1.61%	  0.9902
   37	ffn_gate_inp        	   1095.60	  0.0676	    48.2682	  0.53	  1.45	  100.00%	  2048	   10.1673	 92.43%	      1.61%	  0.9912
   36	ffn_gate_inp        	    943.56	  0.1263	    35.9872	  0.46	  1.05	  100.00%	  2048	   10.3952	 94.50%	      1.42%	  0.9946
   35	ffn_gate_inp        	    923.83	  0.0865	    29.2539	  0.45	  0.94	  100.00%	  2048	   10.4305	 94.82%	      1.42%	  0.9959
   30	ffn_gate_inp        	    916.32	  0.0656	    25.1305	  0.45	  0.95	  100.00%	  2048	   10.4100	 94.64%	      1.46%	  0.9811
   31	ffn_gate_inp        	    885.74	  0.0158	    24.0663	  0.43	  0.88	  100.00%	  2048	   10.4506	 95.01%	      1.32%	  0.9979
   34	ffn_gate_inp        	    884.40	  0.0553	    24.8796	  0.43	  0.85	  100.00%	  2048	   10.4738	 95.22%	      1.61%	  0.9871
   33	ffn_gate_inp        	    827.64	  0.0389	    19.2271	  0.40	  0.76	  100.00%	  2048	   10.5059	 95.51%	      1.46%	  0.9964
   32	ffn_gate_inp        	    823.41	  0.0230	    17.9049	  0.40	  0.74	  100.00%	  2048	   10.5106	 95.55%	      1.51%	  0.9870
   29	ffn_gate_inp        	    746.82	  0.0248	    18.6925	  0.36	  0.76	  100.00%	  2048	   10.4022	 94.57%	      1.51%	  0.9976
   28	ffn_gate_inp        	    724.72	  0.0167	    17.7305	  0.35	  0.71	  100.00%	  2048	   10.4246	 94.77%	      1.51%	  0.9930
   27	ffn_gate_inp        	    679.33	  0.0196	    14.9473	  0.33	  0.63	  100.00%	  2048	   10.4794	 95.27%	      1.42%	  0.9975
   25	ffn_gate_inp        	    634.96	  0.0513	    13.0627	  0.31	  0.55	  100.00%	  2048	   10.4998	 95.45%	      1.46%	  0.9919
   18	ffn_gate_inp        	    621.82	  0.0324	     9.7310	  0.30	  0.49	  100.00%	  2048	   10.5677	 96.07%	      1.46%	  0.9686
   26	ffn_gate_inp        	    610.48	  0.0387	    13.9608	  0.30	  0.57	  100.00%	  2048	   10.4615	 95.10%	      1.46%	  0.9849
   24	ffn_gate_inp        	    601.70	  0.0820	    10.2023	  0.29	  0.44	  100.00%	  2048	   10.6196	 96.54%	      1.27%	  0.9905
   19	ffn_gate_inp        	    599.55	  0.0096	    10.1444	  0.29	  0.47	  100.00%	  2048	   10.5756	 96.14%	      1.37%	  0.9906
   23	ffn_gate_inp        	    592.42	  0.0665	    11.0804	  0.29	  0.45	  100.00%	  2048	   10.5982	 96.35%	      1.37%	  0.9973
   20	ffn_gate_inp        	    556.16	  0.0127	     8.6858	  0.27	  0.40	  100.00%	  2048	   10.6211	 96.56%	      1.56%	  0.9904
   22	ffn_gate_inp        	    552.07	  0.0416	     9.6583	  0.27	  0.41	  100.00%	  2048	   10.6121	 96.47%	      1.46%	  0.9896
   21	ffn_gate_inp        	    534.94	  0.0157	     8.6288	  0.26	  0.38	  100.00%	  2048	   10.6355	 96.69%	      1.56%	  0.9966
   17	ffn_gate_inp        	    477.62	  0.0061	     8.6489	  0.23	  0.38	  100.00%	  2048	   10.5721	 96.11%	      1.71%	  0.9970
   16	ffn_gate_inp        	    468.49	  0.0080	     8.3317	  0.23	  0.36	  100.00%	  2048	   10.5869	 96.24%	      1.71%	  0.9935
   15	ffn_gate_inp        	    447.20	  0.0077	     9.4356	  0.22	  0.36	  100.00%	  2048	   10.5852	 96.23%	      1.46%	  0.9976
   14	ffn_gate_inp        	    412.48	  0.0177	     9.6175	  0.20	  0.35	  100.00%	  2048	   10.5495	 95.90%	      1.42%	  0.9789
   13	ffn_gate_inp        	    411.80	  0.0246	    13.5770	  0.20	  0.42	  100.00%	  2048	   10.4534	 95.03%	      1.32%	  0.9922
   12	ffn_gate_inp        	    364.43	  0.0122	    10.8080	  0.18	  0.33	  100.00%	  2048	   10.5592	 95.99%	      1.12%	  0.9982
   11	ffn_gate_inp        	    352.38	  0.0162	    10.7213	  0.17	  0.33	  100.00%	  2048	   10.5208	 95.64%	      1.17%	  0.9970
    9	ffn_gate_inp        	    335.70	  0.0044	     7.4759	  0.16	  0.27	  100.00%	  2048	   10.5869	 96.24%	      1.46%	  0.9964
   10	ffn_gate_inp        	    334.34	  0.0049	     9.3518	  0.16	  0.30	  100.00%	  2048	   10.5457	 95.87%	      1.12%	  0.9857
    8	ffn_gate_inp        	    328.87	  0.0004	     7.6579	  0.16	  0.27	  100.00%	  2048	   10.5910	 96.28%	      1.51%	  0.9713
    7	ffn_gate_inp        	    324.38	  0.0042	     5.4909	  0.16	  0.26	  100.00%	  2048	   10.5762	 96.15%	      1.46%	  0.9966
    6	ffn_gate_inp        	    315.77	  0.0070	     5.8362	  0.15	  0.26	  100.00%	  2048	   10.5517	 95.92%	      1.46%	  0.9416
    5	ffn_gate_inp        	    261.97	  0.0011	     8.9163	  0.13	  0.29	  100.00%	  2048	   10.3925	 94.48%	      1.07%	  0.9886
    4	ffn_gate_inp        	    245.32	  0.0012	     8.9176	  0.12	  0.29	  100.00%	  2048	   10.3297	 93.91%	      1.07%	  0.6013
    3	ffn_gate_inp        	    216.81	  0.0001	    24.4029	  0.11	  0.58	  100.00%	  2048	    9.7071	 88.25%	      0.68%	  0.9833
    2	ffn_gate_inp        	    196.39	  0.0003	    47.0196	  0.10	  1.07	  100.00%	  2048	    8.2794	 75.27%	      0.54%	  0.2390
    1	ffn_gate_inp        	    110.04	  0.0017	     6.4352	  0.05	  0.24	  100.00%	  2048	    9.6628	 87.84%	      0.73%	  0.8408
    0	ffn_gate_inp        	     58.88	  0.0002	     3.6869	  0.03	  0.14	  100.00%	  2048	    9.0920	 82.65%	      1.17%	  0.0000
   47	ffn_up_exps         	 529089.69	  0.0000	  1104.2759	  2.02	 14.36	   99.95%	262144	   15.9863	 88.81%	      0.78%	  0.2484
   46	ffn_up_exps         	 434715.22	  0.0016	  1044.1302	  1.66	  8.75	  100.00%	262144	   16.7136	 92.85%	      0.97%	  0.2500
   45	ffn_up_exps         	 391137.34	  0.0000	  1430.5555	  1.49	  7.87	   99.95%	262144	   16.9141	 93.97%	      0.80%	  0.2281
   44	ffn_up_exps         	 352410.66	  0.0000	  1838.0770	  1.34	  8.02	   99.95%	262144	   16.9347	 94.08%	      0.71%	  0.2579
   43	ffn_up_exps         	 320838.31	  0.0000	  1496.6589	  1.22	  5.79	   99.95%	262144	   17.0565	 94.76%	      0.87%	  0.2729
   42	ffn_up_exps         	 286660.28	  0.0000	  2593.7322	  1.09	  6.87	   99.95%	262144	   16.9271	 94.04%	      0.72%	  0.2725
   41	ffn_up_exps         	 243858.41	  0.0376	   968.3780	  0.93	  4.21	  100.00%	262144	   17.0194	 94.55%	      1.01%	  0.3080
   40	ffn_up_exps         	 211085.77	  0.0218	  1023.8959	  0.81	  4.18	  100.00%	262144	   16.9849	 94.36%	      0.86%	  0.3001
   39	ffn_up_exps         	 180434.31	  0.0151	  4939.4131	  0.69	 10.03	  100.00%	262144	   16.8038	 93.35%	      0.29%	  0.2676
   38	ffn_up_exps         	 150561.53	  0.0373	   493.4563	  0.57	  2.51	  100.00%	262144	   17.0391	 94.66%	      0.93%	  0.2839
   37	ffn_up_exps         	 145626.78	  0.0419	   802.5273	  0.56	  2.92	  100.00%	262144	   16.9703	 94.28%	      0.81%	  0.2611
   35	ffn_up_exps         	 128338.84	  0.0427	  3668.5679	  0.49	  7.88	  100.00%	262144	   16.8690	 93.72%	      0.21%	  0.2112
   36	ffn_up_exps         	 126720.62	  0.0872	   438.4546	  0.48	  2.21	  100.00%	262144	   17.1964	 95.54%	      0.76%	  0.2405
   34	ffn_up_exps         	 121729.57	  0.0311	  2703.1675	  0.46	  5.58	  100.00%	262144	   17.0801	 94.89%	      0.30%	  0.3189
   30	ffn_up_exps         	 119076.02	  0.0434	   688.8330	  0.45	  2.23	  100.00%	262144	   17.2543	 95.86%	      0.62%	  0.1551
   31	ffn_up_exps         	 113809.85	  0.0109	   409.8780	  0.43	  1.71	  100.00%	262144	   17.3397	 96.33%	      0.72%	  0.1700
   33	ffn_up_exps         	 110884.89	  0.0290	   824.5192	  0.42	  2.60	  100.00%	262144	   17.2992	 96.11%	      0.49%	  0.1698
   32	ffn_up_exps         	 108465.91	  0.0160	   749.4351	  0.41	  2.13	  100.00%	262144	   17.3491	 96.38%	      0.57%	  0.1652
   29	ffn_up_exps         	  98170.27	  0.0172	   983.4747	  0.37	  2.37	  100.00%	262144	   17.2209	 95.67%	      0.54%	  0.2777
   28	ffn_up_exps         	  95957.25	  0.0114	   795.1979	  0.37	  2.63	  100.00%	262144	   17.1741	 95.41%	      0.46%	  0.2758
   27	ffn_up_exps         	  92238.58	  0.0052	  3353.1099	  0.35	  6.77	  100.00%	262144	   16.9241	 94.02%	      0.18%	  0.1758
   25	ffn_up_exps         	  83745.30	  0.0328	   697.5698	  0.32	  1.79	  100.00%	262144	   17.3231	 96.24%	      0.60%	  0.1774
   26	ffn_up_exps         	  83509.55	  0.0080	  3608.0823	  0.32	  7.18	  100.00%	262144	   16.8306	 93.50%	      0.15%	  0.1851
   24	ffn_up_exps         	  79823.18	  0.0508	   372.8596	  0.30	  1.44	  100.00%	262144	   17.3942	 96.63%	      0.68%	  0.1542
