ggml_cuda_init: GGML_CUDA_FORCE_MMQ:    no
ggml_cuda_init: GGML_CUDA_FORCE_CUBLAS: no
ggml_cuda_init: found 8 CUDA devices:
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 1: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 2: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 3: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 4: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 5: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 6: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 7: NVIDIA L40S, compute capability 8.9, VMM: yes

Computing statistics for /shared/user68/workspace/bobchenyx/llama.cpp/imatrix.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   18	attn_v              	      8.60	  0.0000	     0.8648	  0.00	  0.03	   99.95%	  2048	    7.9485	 72.26%	      1.17%	  0.8719
   20	attn_v              	      7.51	  0.0002	     0.7046	  0.00	  0.03	  100.00%	  2048	    8.1091	 73.72%	      1.51%	  0.9856
   16	attn_v              	      6.53	  0.0002	     0.4910	  0.00	  0.02	  100.00%	  2048	    8.3067	 75.52%	      1.42%	  0.9747
   19	attn_v              	      6.43	  0.0000	     0.5407	  0.00	  0.02	  100.00%	  2048	    8.4928	 77.21%	      1.32%	  0.9876
   15	attn_v              	      5.55	  0.0000	     0.4057	  0.00	  0.02	   99.95%	  2048	    8.4554	 76.87%	      1.37%	  0.9821
    8	attn_v              	      5.05	  0.0001	     0.6406	  0.00	  0.02	  100.00%	  2048	    8.0400	 73.09%	      1.51%	  0.9615
   13	attn_v              	      4.51	  0.0000	     0.3954	  0.00	  0.01	   99.95%	  2048	    8.1358	 73.96%	      1.22%	  0.9860
   12	attn_v              	      3.77	  0.0000	     0.3048	  0.00	  0.01	  100.00%	  2048	    8.3579	 75.98%	      1.27%	  0.9841
    3	attn_v              	      3.57	  0.0000	     0.7010	  0.00	  0.02	  100.00%	  2048	    7.2166	 65.61%	      1.07%	  0.7733
   11	attn_v              	      3.02	  0.0000	     0.3034	  0.00	  0.01	  100.00%	  2048	    7.8123	 71.02%	      1.17%	  0.9767
    9	attn_v              	      2.97	  0.0001	     0.2776	  0.00	  0.01	  100.00%	  2048	    8.0784	 73.44%	      1.37%	  0.9444
    6	attn_v              	      2.96	  0.0000	     0.3175	  0.00	  0.01	   99.95%	  2048	    8.4361	 76.69%	      1.07%	  0.9756
   10	attn_v              	      2.67	  0.0000	     0.2438	  0.00	  0.01	   99.95%	  2048	    8.0587	 73.26%	      1.22%	  0.9611
    7	attn_v              	      2.01	  0.0000	     0.1811	  0.00	  0.01	  100.00%	  2048	    8.8199	 80.18%	      1.46%	  0.9669
    4	attn_v              	      2.00	  0.0000	     0.3291	  0.00	  0.01	   99.95%	  2048	    7.5789	 68.90%	      0.88%	  0.8971
    5	attn_v              	      1.79	  0.0001	     0.2688	  0.00	  0.01	  100.00%	  2048	    7.9279	 72.07%	      1.17%	  0.9556
    2	attn_v              	      0.55	  0.0000	     0.0926	  0.00	  0.00	   99.51%	  2048	    7.9502	 72.27%	      0.88%	  0.5869
    1	attn_v              	      0.32	  0.0000	     0.0493	  0.00	  0.00	   76.12%	  2048	    7.7386	 70.35%	      0.68%	  0.3151
    0	attn_v              	      0.15	  0.0000	     0.0116	  0.00	  0.00	   18.12%	  2048	    7.3403	 66.73%	      2.83%	  0.0000
   47	ffn_down_exps       	1674238.38	  0.0009	129077.3984	 17.03	558.13	  100.00%	 98304	   11.1615	 67.30%	      0.26%	  0.0026
   46	ffn_down_exps       	 320554.12	  0.0015	  4613.9819	  3.26	 17.92	  100.00%	 98304	   15.1677	 91.45%	      1.35%	  0.0367
   45	ffn_down_exps       	 195181.97	  0.0090	   332.7290	  1.99	  4.60	  100.00%	 98304	   15.4904	 93.40%	      4.54%	  0.1332
   43	ffn_down_exps       	 136046.25	  0.0000	   380.3018	  1.38	  3.12	  100.00%	 98304	   15.6705	 94.49%	      4.36%	  0.1151
    2	ffn_down_exps       	 124689.97	  0.0000	123913.4062	  1.27	395.21	   99.91%	 98304	    0.1481	  0.89%	      0.00%	  0.0000
   44	ffn_down_exps       	 116545.41	  0.0238	   187.4326	  1.19	  2.64	  100.00%	 98304	   15.6374	 94.29%	      4.27%	  0.1479
   42	ffn_down_exps       	 107774.66	  0.0187	   231.6228	  1.10	  2.68	  100.00%	 98304	   15.5935	 94.02%	      3.88%	  0.0710
   41	ffn_down_exps       	  71694.58	  0.0028	   185.5734	  0.73	  1.80	  100.00%	 98304	   15.5519	 93.77%	      3.87%	  0.1232
   40	ffn_down_exps       	  38196.04	  0.0167	    83.2014	  0.39	  0.79	  100.00%	 98304	   15.7418	 94.92%	      4.78%	  0.1835
   39	ffn_down_exps       	  31249.49	  0.0034	    59.8017	  0.32	  0.60	  100.00%	 98304	   15.7979	 95.25%	      5.04%	  0.1754
   38	ffn_down_exps       	  21545.06	  0.0017	    24.3663	  0.22	  0.33	  100.00%	 98304	   15.8807	 95.75%	      6.79%	  0.1956
   37	ffn_down_exps       	  19389.76	  0.0084	    28.0422	  0.20	  0.32	  100.00%	 98304	   15.9105	 95.93%	      5.96%	  0.1945
   35	ffn_down_exps       	   9820.45	  0.0040	     8.6015	  0.10	  0.12	  100.00%	 98304	   16.1212	 97.20%	      7.13%	  0.2986
   36	ffn_down_exps       	   9152.19	  0.0141	    23.5004	  0.09	  0.14	  100.00%	 98304	   16.1055	 97.11%	      5.01%	  0.2526
   34	ffn_down_exps       	   8996.52	  0.0080	    28.0530	  0.09	  0.15	  100.00%	 98304	   16.0974	 97.06%	      4.40%	  0.2031
    1	ffn_down_exps       	   8030.25	  0.0000	  7681.8472	  0.08	 24.50	   99.01%	 98304	    0.9331	  5.63%	      0.00%	  0.0008
   33	ffn_down_exps       	   7198.45	  0.0089	    21.9869	  0.07	  0.15	  100.00%	 98304	   16.1173	 97.18%	      2.63%	  0.1734
   31	ffn_down_exps       	   6221.99	  0.0055	    27.1026	  0.06	  0.19	  100.00%	 98304	   15.8387	 95.50%	      1.83%	  0.0849
   32	ffn_down_exps       	   6113.55	  0.0101	    25.9860	  0.06	  0.13	  100.00%	 98304	   16.1338	 97.28%	      2.27%	  0.1294
   30	ffn_down_exps       	   5795.18	  0.0046	    39.4348	  0.06	  0.18	  100.00%	 98304	   15.8700	 95.69%	      1.63%	  0.1562
   29	ffn_down_exps       	   5286.36	  0.0057	     4.9273	  0.05	  0.07	  100.00%	 98304	   16.1124	 97.15%	      6.15%	  0.3247
   27	ffn_down_exps       	   5254.30	  0.0023	     3.1156	  0.05	  0.06	  100.00%	 98304	   16.1825	 97.57%	      7.53%	  0.3374
   25	ffn_down_exps       	   4952.95	  0.0062	     9.6314	  0.05	  0.07	  100.00%	 98304	   16.1695	 97.49%	      4.78%	  0.3169
    3	ffn_down_exps       	   4858.38	  0.0004	  3874.7871	  0.05	 12.36	  100.00%	 98304	    3.7028	 22.33%	      0.00%	  0.0000
   28	ffn_down_exps       	   4826.40	  0.0079	     7.4494	  0.05	  0.06	  100.00%	 98304	   16.1665	 97.48%	      5.13%	  0.3668
   26	ffn_down_exps       	   4641.57	  0.0005	     5.3256	  0.05	  0.06	  100.00%	 98304	   16.1493	 97.37%	      6.49%	  0.3101
   23	ffn_down_exps       	   4039.46	  0.0026	     5.7670	  0.04	  0.04	  100.00%	 98304	   16.2438	 97.94%	      6.28%	  0.3643
   22	ffn_down_exps       	   3774.94	  0.0040	    15.4746	  0.04	  0.06	  100.00%	 98304	   16.2185	 97.79%	      3.55%	  0.1930
   24	ffn_down_exps       	   3673.78	  0.0079	     4.4183	  0.04	  0.04	  100.00%	 98304	   16.2704	 98.10%	      6.70%	  0.4132
   19	ffn_down_exps       	   3497.63	  0.0012	    16.1273	  0.04	  0.10	  100.00%	 98304	   15.8815	 95.76%	      1.81%	  0.0902
   21	ffn_down_exps       	   3286.33	  0.0046	    15.0024	  0.03	  0.06	  100.00%	 98304	   16.2154	 97.77%	      2.31%	  0.1595
   18	ffn_down_exps       	   3276.08	  0.0025	    15.9015	  0.03	  0.09	  100.00%	 98304	   15.9143	 95.96%	      1.90%	  0.1574
   20	ffn_down_exps       	   3135.78	  0.0019	     5.0402	  0.03	  0.04	  100.00%	 98304	   16.2614	 98.05%	      4.04%	  0.1470
   17	ffn_down_exps       	   2255.26	  0.0014	     4.1881	  0.02	  0.03	  100.00%	 98304	   16.2084	 97.73%	      5.01%	  0.3430
   15	ffn_down_exps       	   2222.74	  0.0014	     2.1961	  0.02	  0.02	  100.00%	 98304	   16.2500	 97.98%	      6.31%	  0.3566
   16	ffn_down_exps       	   2138.33	  0.0030	     4.6454	  0.02	  0.03	  100.00%	 98304	   16.2405	 97.92%	      4.02%	  0.3593
   13	ffn_down_exps       	   2064.73	  0.0021	     5.8743	  0.02	  0.03	  100.00%	 98304	   16.1926	 97.63%	      4.26%	  0.3642
   14	ffn_down_exps       	   2025.99	  0.0008	     4.8793	  0.02	  0.03	  100.00%	 98304	   16.2033	 97.70%	      5.05%	  0.3586
   11	ffn_down_exps       	   1598.12	  0.0002	     1.3799	  0.02	  0.02	  100.00%	 98304	   16.2125	 97.75%	      6.34%	  0.3360
    9	ffn_down_exps       	   1478.19	  0.0001	     4.0009	  0.02	  0.02	  100.00%	 98304	   16.1376	 97.30%	      3.10%	  0.2177
   10	ffn_down_exps       	   1476.65	  0.0003	     2.7969	  0.02	  0.02	  100.00%	 98304	   16.1825	 97.57%	      4.13%	  0.2383
   12	ffn_down_exps       	   1390.33	  0.0006	     0.8730	  0.01	  0.01	  100.00%	 98304	   16.2975	 98.27%	      7.08%	  0.4027
    7	ffn_down_exps       	   1354.84	  0.0012	     4.9423	  0.01	  0.03	  100.00%	 98304	   15.9154	 95.96%	      2.13%	  0.1404
    8	ffn_down_exps       	   1285.47	  0.0012	     1.6498	  0.01	  0.02	  100.00%	 98304	   16.2332	 97.88%	      3.99%	  0.1962
    6	ffn_down_exps       	   1140.60	  0.0006	     2.4487	  0.01	  0.02	  100.00%	 98304	   16.0669	 96.88%	      2.84%	  0.2191
    5	ffn_down_exps       	   1135.43	  0.0001	     2.8661	  0.01	  0.02	  100.00%	 98304	   16.0111	 96.54%	      3.84%	  0.3140
    4	ffn_down_exps       	    779.13	  0.0000	     0.9392	  0.01	  0.01	  100.00%	 98304	   16.1904	 97.62%	      3.99%	  0.0020
    0	ffn_down_exps       	    101.18	  0.0000	     0.1352	  0.00	  0.00	   94.05%	 98304	   15.5804	 93.94%	      5.14%	  0.0000
   47	ffn_gate_exps       	 491175.16	  0.0000	  1056.8700	  1.87	 13.85	   99.95%	262144	   15.9068	 88.37%	      0.78%	  0.2273
   46	ffn_gate_exps       	 406303.06	  0.0019	   995.0277	  1.55	  8.53	  100.00%	262144	   16.6434	 92.46%	      0.97%	  0.1973
   45	ffn_gate_exps       	 369690.50	  0.0000	  2395.1902	  1.41	  8.49	   99.95%	262144	   16.8341	 93.52%	      0.75%	  0.2312
   44	ffn_gate_exps       	 338649.03	  0.0000	  2016.2694	  1.29	  7.20	   99.95%	262144	   16.9385	 94.10%	      0.82%	  0.2761
   43	ffn_gate_exps       	 309360.06	  0.0000	  2170.6055	  1.18	  6.54	   99.95%	262144	   16.9971	 94.43%	      0.78%	  0.2436
   42	ffn_gate_exps       	 276541.88	  0.0000	  3632.0298	  1.05	  8.40	   99.95%	262144	   16.8455	 93.59%	      0.60%	  0.2549
   41	ffn_gate_exps       	 234246.41	  0.0351	  1328.7673	  0.89	  4.86	  100.00%	262144	   16.9362	 94.09%	      0.90%	  0.3112
   40	ffn_gate_exps       	 205466.09	  0.0271	   577.6000	  0.78	  3.31	  100.00%	262144	   16.9899	 94.39%	      1.07%	  0.3062
   39	ffn_gate_exps       	 176163.59	  0.0096	  5958.9731	  0.67	 11.95	  100.00%	262144	   16.6876	 92.71%	      0.25%	  0.2467
   38	ffn_gate_exps       	 145825.38	  0.0352	   424.0386	  0.56	  2.41	  100.00%	262144	   17.0049	 94.47%	      0.98%	  0.2614
   37	ffn_gate_exps       	 141161.53	  0.0384	   898.6567	  0.54	  2.98	  100.00%	262144	   16.9141	 93.97%	      0.80%	  0.2908
   35	ffn_gate_exps       	 125089.30	  0.0315	  4467.8223	  0.48	  9.50	  100.00%	262144	   16.7402	 93.00%	      0.16%	  0.1849
   36	ffn_gate_exps       	 122560.16	  0.0838	   409.2079	  0.47	  2.17	  100.00%	262144	   17.1553	 95.31%	      0.77%	  0.2527
   34	ffn_gate_exps       	 118882.30	  0.0217	  3529.6223	  0.45	  7.15	  100.00%	262144	   16.9541	 94.19%	      0.23%	  0.3220
   30	ffn_gate_exps       	 117093.58	  0.0390	   922.7811	  0.45	  2.63	  100.00%	262144	   17.1869	 95.48%	      0.56%	  0.1332
   31	ffn_gate_exps       	 111641.54	  0.0102	   500.9009	  0.43	  1.83	  100.00%	262144	   17.3029	 96.13%	      0.68%	  0.1495
   33	ffn_gate_exps       	 107620.44	  0.0266	  1046.1423	  0.41	  3.03	  100.00%	262144	   17.2382	 95.77%	      0.44%	  0.1826
   32	ffn_gate_exps       	 106751.84	  0.0155	   679.8087	  0.41	  2.31	  100.00%	262144	   17.2780	 95.99%	      0.54%	  0.1856
   29	ffn_gate_exps       	  96695.91	  0.0171	  1446.4086	  0.37	  3.24	  100.00%	262144	   17.1115	 95.06%	      0.42%	  0.2793
   28	ffn_gate_exps       	  94298.80	  0.0114	   461.3185	  0.36	  1.96	  100.00%	262144	   17.1955	 95.53%	      0.61%	  0.2765
   27	ffn_gate_exps       	  91510.54	  0.0033	  3955.8840	  0.35	  7.92	  100.00%	262144	   16.8306	 93.50%	      0.15%	  0.1493
   26	ffn_gate_exps       	  82611.79	  0.0028	  4193.7729	  0.32	  8.29	  100.00%	262144	   16.7269	 92.93%	      0.13%	  0.1645
   25	ffn_gate_exps       	  82425.25	  0.0317	   785.7155	  0.31	  2.07	  100.00%	262144	   17.2612	 95.90%	      0.55%	  0.1985
   23	ffn_gate_exps       	  79343.94	  0.0337	  1970.2003	  0.30	  4.03	  100.00%	262144	   17.1942	 95.52%	      0.25%	  0.1132
   18	ffn_gate_exps       	  78648.53	  0.0189	  1202.4574	  0.30	  2.53	  100.00%	262144	   17.3147	 96.19%	      0.42%	  0.2592
   24	ffn_gate_exps       	  78108.90	  0.0544	   227.9292	  0.30	  1.05	  100.00%	262144	   17.4593	 97.00%	      0.80%	  0.2689
   19	ffn_gate_exps       	  75288.27	  0.0071	   300.8969	  0.29	  1.06	  100.00%	262144	   17.4626	 97.01%	      0.76%	  0.1142
   22	ffn_gate_exps       	  75268.27	  0.0154	  2771.1147	  0.29	  5.77	  100.00%	262144	   16.9414	 94.12%	      0.15%	  0.3180
   20	ffn_gate_exps       	  72087.69	  0.0083	   301.6534	  0.27	  1.17	  100.00%	262144	   17.4643	 97.02%	      0.65%	  0.1589
   21	ffn_gate_exps       	  68768.20	  0.0103	   464.8086	  0.26	  1.39	  100.00%	262144	   17.4678	 97.04%	      0.51%	  0.1569
   17	ffn_gate_exps       	  60833.90	  0.0045	   939.7567	  0.23	  2.77	  100.00%	262144	   17.1361	 95.20%	      0.27%	  0.2679
   16	ffn_gate_exps       	  60166.82	  0.0041	   730.3182	  0.23	  1.83	  100.00%	262144	   17.2803	 96.00%	      0.38%	  0.2675
   15	ffn_gate_exps       	  57522.39	  0.0024	  2026.9430	  0.22	  4.00	  100.00%	262144	   17.1058	 95.03%	      0.18%	  0.1409
   14	ffn_gate_exps       	  51648.09	  0.0089	   301.2433	  0.20	  0.97	  100.00%	262144	   17.3754	 96.53%	      0.61%	  0.1690
   13	ffn_gate_exps       	  51133.62	  0.0103	   506.1732	  0.20	  1.19	  100.00%	262144	   17.2472	 95.82%	      0.60%	  0.2216
   11	ffn_gate_exps       	  47314.72	  0.0048	  2120.3813	  0.18	  5.93	  100.00%	262144	   16.3055	 90.59%	      0.07%	  0.1370
   12	ffn_gate_exps       	  45207.11	  0.0091	   271.8222	  0.17	  0.84	  100.00%	262144	   17.3566	 96.43%	      0.63%	  0.2070
    2	ffn_gate_exps       	  43614.85	  0.0001	 17438.3613	  0.17	 34.69	  100.00%	262144	    9.2456	 51.36%	      0.00%	  0.0367
    9	ffn_gate_exps       	  42399.01	  0.0021	   590.2263	  0.16	  1.61	  100.00%	262144	   17.2122	 95.62%	      0.33%	  0.1762
   10	ffn_gate_exps       	  42028.58	  0.0027	  1224.0031	  0.16	  2.45	  100.00%	262144	   17.1139	 95.08%	      0.23%	  0.3414
    8	ffn_gate_exps       	  41653.07	  0.0003	   200.9533	  0.16	  0.88	  100.00%	262144	   17.3523	 96.40%	      0.50%	  0.2721
    7	ffn_gate_exps       	  40239.17	  0.0028	   163.5780	  0.15	  0.56	  100.00%	262144	   17.4380	 96.88%	      0.68%	  0.1236
    6	ffn_gate_exps       	  39231.02	  0.0042	   351.8612	  0.15	  0.93	  100.00%	262144	   17.3163	 96.20%	      0.49%	  0.1651
    5	ffn_gate_exps       	  32724.47	  0.0006	   277.7157	  0.12	  0.90	  100.00%	262144	   17.1038	 95.02%	      0.47%	  0.3052
    4	ffn_gate_exps       	  30728.65	  0.0006	   103.1553	  0.12	  0.53	  100.00%	262144	   17.1170	 95.09%	      0.62%	  0.1047
    3	ffn_gate_exps       	  29503.78	  0.0000	  2045.2504	  0.11	  5.07	  100.00%	262144	   15.4051	 85.58%	      0.07%	  0.0289
    1	ffn_gate_exps       	  14058.81	  0.0005	    34.5980	  0.05	  0.31	  100.00%	262144	   16.4990	 91.66%	      0.60%	  0.4104
    0	ffn_gate_exps       	   7365.84	  0.0001	     8.8726	  0.03	  0.17	  100.00%	262144	   15.8481	 88.05%	      0.97%	  0.0000
   47	ffn_gate_inp        	   3630.31	  0.0000	   262.0047	  1.77	  8.64	   99.95%	  2048	    9.2148	 83.77%	      1.42%	  0.7991
   46	ffn_gate_inp        	   3086.39	  0.0033	   112.2034	  1.51	  4.37	  100.00%	  2048	    9.9704	 90.64%	      2.10%	  0.9849
   45	ffn_gate_inp        	   2854.25	  0.0000	   102.1355	  1.39	  3.50	   99.95%	  2048	   10.1693	 92.45%	      2.00%	  0.9908
   44	ffn_gate_inp        	   2581.77	  0.0000	    82.8474	  1.26	  2.94	   99.95%	  2048	   10.2369	 93.06%	      2.15%	  0.9935
   43	ffn_gate_inp        	   2369.07	  0.0000	    70.8327	  1.16	  2.61	   99.95%	  2048	   10.2622	 93.29%	      2.29%	  0.9825
   42	ffn_gate_inp        	   2119.88	  0.0000	    53.8004	  1.04	  2.45	   99.95%	  2048	   10.1874	 92.61%	      2.20%	  0.9824
   41	ffn_gate_inp        	   1801.24	  0.0572	    45.7436	  0.88	  2.08	  100.00%	  2048	   10.1722	 92.47%	      2.34%	  0.9915
   40	ffn_gate_inp        	   1574.02	  0.0375	    49.3601	  0.77	  1.90	  100.00%	  2048	   10.1718	 92.47%	      2.05%	  0.9895
   39	ffn_gate_inp        	   1311.28	  0.0478	    46.5664	  0.64	  1.61	  100.00%	  2048	   10.2083	 92.80%	      1.51%	  0.9960
   38	ffn_gate_inp        	   1107.28	  0.0489	    45.5799	  0.54	  1.46	  100.00%	  2048	   10.1382	 92.17%	      1.66%	  0.9904
   37	ffn_gate_inp        	   1059.66	  0.0632	    48.5657	  0.52	  1.46	  100.00%	  2048	   10.1099	 91.91%	      1.61%	  0.9911
   36	ffn_gate_inp        	    914.35	  0.1194	    36.0948	  0.45	  1.06	  100.00%	  2048	   10.3610	 94.19%	      1.42%	  0.9946
   30	ffn_gate_inp        	    899.30	  0.0627	    25.7386	  0.44	  0.97	  100.00%	  2048	   10.3730	 94.30%	      1.46%	  0.9806
   35	ffn_gate_inp        	    895.30	  0.0815	    29.3200	  0.44	  0.94	  100.00%	  2048	   10.3985	 94.53%	      1.42%	  0.9959
   31	ffn_gate_inp        	    870.89	  0.0150	    24.4149	  0.43	  0.89	  100.00%	  2048	   10.4208	 94.73%	      1.37%	  0.9979
   34	ffn_gate_inp        	    857.43	  0.0520	    25.0161	  0.42	  0.85	  100.00%	  2048	   10.4410	 94.92%	      1.61%	  0.9869
   32	ffn_gate_inp        	    807.84	  0.0218	    18.0580	  0.39	  0.75	  100.00%	  2048	   10.4865	 95.33%	      1.51%	  0.9866
   33	ffn_gate_inp        	    801.37	  0.0367	    19.3239	  0.39	  0.77	  100.00%	  2048	   10.4718	 95.20%	      1.46%	  0.9961
   29	ffn_gate_inp        	    729.80	  0.0250	    19.0994	  0.36	  0.77	  100.00%	  2048	   10.3642	 94.22%	      1.51%	  0.9975
   28	ffn_gate_inp        	    716.17	  0.0158	    18.0973	  0.35	  0.72	  100.00%	  2048	   10.4000	 94.55%	      1.56%	  0.9930
   27	ffn_gate_inp        	    670.86	  0.0184	    14.9245	  0.33	  0.64	  100.00%	  2048	   10.4567	 95.06%	      1.37%	  0.9975
   25	ffn_gate_inp        	    623.10	  0.0485	    13.1481	  0.30	  0.56	  100.00%	  2048	   10.4718	 95.20%	      1.56%	  0.9909
   18	ffn_gate_inp        	    616.91	  0.0321	     9.9240	  0.30	  0.50	  100.00%	  2048	   10.5436	 95.85%	      1.46%	  0.9674
   26	ffn_gate_inp        	    600.91	  0.0365	    13.9661	  0.29	  0.58	  100.00%	  2048	   10.4353	 94.87%	      1.51%	  0.9850
   19	ffn_gate_inp        	    599.51	  0.0095	    10.4495	  0.29	  0.48	  100.00%	  2048	   10.5585	 95.99%	      1.37%	  0.9904
   24	ffn_gate_inp        	    597.14	  0.0775	    10.1538	  0.29	  0.44	  100.00%	  2048	   10.6094	 96.45%	      1.37%	  0.9906
   23	ffn_gate_inp        	    587.56	  0.0633	    11.0875	  0.29	  0.45	  100.00%	  2048	   10.5868	 96.24%	      1.37%	  0.9973
   20	ffn_gate_inp        	    558.61	  0.0124	     8.7160	  0.27	  0.41	  100.00%	  2048	   10.6126	 96.48%	      1.56%	  0.9902
   22	ffn_gate_inp        	    547.42	  0.0399	     9.6638	  0.27	  0.41	  100.00%	  2048	   10.5985	 96.35%	      1.56%	  0.9894
   21	ffn_gate_inp        	    525.64	  0.0156	     8.6287	  0.26	  0.39	  100.00%	  2048	   10.6160	 96.51%	      1.56%	  0.9966
   17	ffn_gate_inp        	    468.81	  0.0061	     8.7906	  0.23	  0.38	  100.00%	  2048	   10.5433	 95.85%	      1.76%	  0.9968
   16	ffn_gate_inp        	    465.28	  0.0079	     8.4126	  0.23	  0.37	  100.00%	  2048	   10.5685	 96.08%	      1.76%	  0.9933
   15	ffn_gate_inp        	    442.20	  0.0076	     9.5469	  0.22	  0.37	  100.00%	  2048	   10.5632	 96.03%	      1.51%	  0.9974
   14	ffn_gate_inp        	    405.16	  0.0174	     9.7498	  0.20	  0.36	  100.00%	  2048	   10.5192	 95.63%	      1.42%	  0.9777
   13	ffn_gate_inp        	    403.19	  0.0245	    13.8837	  0.20	  0.43	  100.00%	  2048	   10.4122	 94.66%	      1.27%	  0.9918
   12	ffn_gate_inp        	    359.34	  0.0122	    11.0357	  0.18	  0.33	  100.00%	  2048	   10.5354	 95.78%	      1.07%	  0.9982
   11	ffn_gate_inp        	    346.38	  0.0163	    10.9978	  0.17	  0.34	  100.00%	  2048	   10.4918	 95.38%	      1.17%	  0.9971
   10	ffn_gate_inp        	    326.76	  0.0049	     9.6328	  0.16	  0.31	  100.00%	  2048	   10.5121	 95.56%	      1.07%	  0.9854
    9	ffn_gate_inp        	    324.45	  0.0044	     7.7398	  0.16	  0.28	  100.00%	  2048	   10.5474	 95.89%	      1.46%	  0.9964
    8	ffn_gate_inp        	    323.84	  0.0004	     7.8497	  0.16	  0.27	  100.00%	  2048	   10.5670	 96.06%	      1.51%	  0.9702
    7	ffn_gate_inp        	    318.92	  0.0042	     5.6820	  0.16	  0.27	  100.00%	  2048	   10.5448	 95.86%	      1.51%	  0.9962
    6	ffn_gate_inp        	    309.31	  0.0070	     6.0726	  0.15	  0.27	  100.00%	  2048	   10.5147	 95.59%	      1.42%	  0.9398
    5	ffn_gate_inp        	    253.91	  0.0011	     9.3277	  0.12	  0.30	  100.00%	  2048	   10.3271	 93.88%	      1.12%	  0.9887
    4	ffn_gate_inp        	    241.69	  0.0012	     9.1882	  0.12	  0.30	  100.00%	  2048	   10.2881	 93.53%	      1.07%	  0.6002
    3	ffn_gate_inp        	    213.03	  0.0001	    24.3922	  0.10	  0.58	  100.00%	  2048	    9.6628	 87.84%	      0.68%	  0.9835
    2	ffn_gate_inp        	    195.17	  0.0003	    46.9752	  0.10	  1.07	  100.00%	  2048	    8.2283	 74.80%	      0.54%	  0.2440
    1	ffn_gate_inp        	    107.55	  0.0017	     6.5584	  0.05	  0.25	  100.00%	  2048	    9.5836	 87.12%	      0.73%	  0.8403
    0	ffn_gate_inp        	     58.87	  0.0002	     3.6881	  0.03	  0.14	  100.00%	  2048	    9.0912	 82.65%	      1.17%	  0.0000
   47	ffn_up_exps         	 491175.16	  0.0000	  1056.8700	  1.87	 13.85	   99.95%	262144	   15.9068	 88.37%	      0.78%	  0.2273
   46	ffn_up_exps         	 406303.06	  0.0019	   995.0277	  1.55	  8.53	  100.00%	262144	   16.6434	 92.46%	      0.97%	  0.1973
   45	ffn_up_exps         	 369690.50	  0.0000	  2395.1902	  1.41	  8.49	   99.95%	262144	   16.8341	 93.52%	      0.75%	  0.2312
   44	ffn_up_exps         	 338649.03	  0.0000	  2016.2694	  1.29	  7.20	   99.95%	262144	   16.9385	 94.10%	      0.82%	  0.2761
   43	ffn_up_exps         	 309360.06	  0.0000	  2170.6055	  1.18	  6.54	   99.95%	262144	   16.9971	 94.43%	      0.78%	  0.2436
   42	ffn_up_exps         	 276541.88	  0.0000	  3632.0298	  1.05	  8.40	   99.95%	262144	   16.8455	 93.59%	      0.60%	  0.2549
   41	ffn_up_exps         	 234246.41	  0.0351	  1328.7673	  0.89	  4.86	  100.00%	262144	   16.9362	 94.09%	      0.90%	  0.3112
   40	ffn_up_exps         	 205466.09	  0.0271	   577.6000	  0.78	  3.31	  100.00%	262144	   16.9899	 94.39%	      1.07%	  0.3062
   39	ffn_up_exps         	 176163.59	  0.0096	  5958.9731	  0.67	 11.95	  100.00%	262144	   16.6876	 92.71%	      0.25%	  0.2467
   38	ffn_up_exps         	 145825.38	  0.0352	   424.0386	  0.56	  2.41	  100.00%	262144	   17.0049	 94.47%	      0.98%	  0.2614
   37	ffn_up_exps         	 141161.53	  0.0384	   898.6567	  0.54	  2.98	  100.00%	262144	   16.9141	 93.97%	      0.80%	  0.2908
   35	ffn_up_exps         	 125089.30	  0.0315	  4467.8223	  0.48	  9.50	  100.00%	262144	   16.7402	 93.00%	      0.16%	  0.1849
   36	ffn_up_exps         	 122560.16	  0.0838	   409.2079	  0.47	  2.17	  100.00%	262144	   17.1553	 95.31%	      0.77%	  0.2527
   34	ffn_up_exps         	 118882.30	  0.0217	  3529.6223	  0.45	  7.15	  100.00%	262144	   16.9541	 94.19%	      0.23%	  0.3220
   30	ffn_up_exps         	 117093.58	  0.0390	   922.7811	  0.45	  2.63	  100.00%	262144	   17.1869	 95.48%	      0.56%	  0.1332
   31	ffn_up_exps         	 111641.54	  0.0102	   500.9009	  0.43	  1.83	  100.00%	262144	   17.3029	 96.13%	      0.68%	  0.1495
   33	ffn_up_exps         	 107620.44	  0.0266	  1046.1423	  0.41	  3.03	  100.00%	262144	   17.2382	 95.77%	      0.44%	  0.1826
   32	ffn_up_exps         	 106751.84	  0.0155	   679.8087	  0.41	  2.31	  100.00%	262144	   17.2780	 95.99%	      0.54%	  0.1856
