ggml_cuda_init: GGML_CUDA_FORCE_MMQ:    no
ggml_cuda_init: GGML_CUDA_FORCE_CUBLAS: no
ggml_cuda_init: found 8 CUDA devices:
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 1: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 2: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 3: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 4: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 5: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 6: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 7: NVIDIA L40S, compute capability 8.9, VMM: yes

Computing statistics for /shared/user68/workspace/bobchenyx/official/imatrix_ubergarm.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   17	attn_v              	      9.29	  0.0001	     0.8539	  0.00	  0.04	  100.00%	  2048	    7.2347	 65.77%	      1.27%	  0.9348
   18	attn_v              	      8.54	  0.0000	     0.8671	  0.00	  0.03	   99.95%	  2048	    7.8353	 71.23%	      1.17%	  0.8700
   20	attn_v              	      7.39	  0.0002	     0.7079	  0.00	  0.03	  100.00%	  2048	    7.9391	 72.17%	      1.51%	  0.9856
   16	attn_v              	      6.48	  0.0002	     0.5076	  0.00	  0.02	  100.00%	  2048	    8.1718	 74.29%	      1.42%	  0.9743
   19	attn_v              	      6.28	  0.0000	     0.5425	  0.00	  0.02	  100.00%	  2048	    8.3289	 75.72%	      1.32%	  0.9874
   15	attn_v              	      5.49	  0.0000	     0.4103	  0.00	  0.02	   99.95%	  2048	    8.3275	 75.70%	      1.37%	  0.9819
    8	attn_v              	      5.08	  0.0001	     0.6625	  0.00	  0.02	  100.00%	  2048	    7.9119	 71.93%	      1.51%	  0.9618
   13	attn_v              	      4.48	  0.0000	     0.4075	  0.00	  0.02	   99.95%	  2048	    8.0258	 72.96%	      1.22%	  0.9860
   12	attn_v              	      3.70	  0.0000	     0.3055	  0.00	  0.01	  100.00%	  2048	    8.2144	 74.68%	      1.27%	  0.9842
    3	attn_v              	      3.60	  0.0000	     0.7287	  0.00	  0.02	  100.00%	  2048	    7.1031	 64.57%	      1.12%	  0.7718
   11	attn_v              	      2.99	  0.0000	     0.3135	  0.00	  0.01	  100.00%	  2048	    7.6756	 69.78%	      1.17%	  0.9760
    9	attn_v              	      2.98	  0.0001	     0.2841	  0.00	  0.01	  100.00%	  2048	    7.9809	 72.55%	      1.37%	  0.9449
    6	attn_v              	      2.96	  0.0000	     0.3251	  0.00	  0.01	   99.95%	  2048	    8.3276	 75.71%	      1.07%	  0.9759
   10	attn_v              	      2.66	  0.0000	     0.2459	  0.00	  0.01	   99.95%	  2048	    7.9498	 72.27%	      1.22%	  0.9618
    4	attn_v              	      2.01	  0.0000	     0.3369	  0.00	  0.01	   99.95%	  2048	    7.4511	 67.74%	      0.83%	  0.8960
    7	attn_v              	      1.97	  0.0000	     0.1865	  0.00	  0.01	  100.00%	  2048	    8.6687	 78.81%	      1.46%	  0.9654
    5	attn_v              	      1.80	  0.0001	     0.2738	  0.00	  0.01	  100.00%	  2048	    7.8476	 71.34%	      1.17%	  0.9567
    2	attn_v              	      0.54	  0.0000	     0.0942	  0.00	  0.00	   99.51%	  2048	    7.8768	 71.61%	      0.93%	  0.5890
    1	attn_v              	      0.32	  0.0000	     0.0493	  0.00	  0.00	   76.12%	  2048	    7.7386	 70.35%	      0.68%	  0.3151
    0	attn_v              	      0.15	  0.0000	     0.0116	  0.00	  0.00	   18.12%	  2048	    7.3403	 66.73%	      2.83%	  0.0000
   47	ffn_down_exps       	1345229.12	  0.0009	 96480.2188	 13.68	436.74	  100.00%	 98304	   11.1385	 67.16%	      0.25%	  0.0036
   46	ffn_down_exps       	 230476.86	  0.0013	  3040.1958	  2.34	 12.67	  100.00%	 98304	   15.1995	 91.65%	      1.39%	  0.0551
   45	ffn_down_exps       	 141957.05	  0.0163	   269.7310	  1.44	  3.32	  100.00%	 98304	   15.5308	 93.64%	      4.47%	  0.1422
   44	ffn_down_exps       	 113302.16	  0.0210	   210.5768	  1.15	  2.70	  100.00%	 98304	   15.6031	 94.08%	      4.05%	  0.1535
   43	ffn_down_exps       	  99783.93	  0.0309	   313.4125	  1.02	  2.38	  100.00%	 98304	   15.7160	 94.76%	      3.98%	  0.1391
   42	ffn_down_exps       	  80515.72	  0.0239	   169.8387	  0.82	  2.07	  100.00%	 98304	   15.6153	 94.15%	      3.72%	  0.0932
   41	ffn_down_exps       	  54119.45	  0.0055	   166.9555	  0.55	  1.34	  100.00%	 98304	   15.6031	 94.08%	      3.90%	  0.1370
    2	ffn_down_exps       	  46325.71	  0.0000	 45676.1719	  0.47	145.68	   99.99%	 98304	    0.3123	  1.88%	      0.00%	  0.0000
   40	ffn_down_exps       	  37146.11	  0.0179	    90.3661	  0.38	  0.81	  100.00%	 98304	   15.7122	 94.74%	      4.49%	  0.1847
   39	ffn_down_exps       	  24153.62	  0.0092	    54.3471	  0.25	  0.46	  100.00%	 98304	   15.8493	 95.56%	      4.96%	  0.1998
   38	ffn_down_exps       	  16960.22	  0.0019	    23.3773	  0.17	  0.25	  100.00%	 98304	   15.9427	 96.13%	      6.74%	  0.2369
   37	ffn_down_exps       	  15560.53	  0.0074	    24.4128	  0.16	  0.27	  100.00%	 98304	   15.9270	 96.03%	      5.37%	  0.2099
   36	ffn_down_exps       	   8652.57	  0.0129	    22.2161	  0.09	  0.14	  100.00%	 98304	   16.0841	 96.98%	      4.91%	  0.2818
   35	ffn_down_exps       	   7980.67	  0.0100	     7.0585	  0.08	  0.09	  100.00%	 98304	   16.1591	 97.43%	      7.06%	  0.3672
   34	ffn_down_exps       	   7324.07	  0.0098	     9.8986	  0.07	  0.09	  100.00%	 98304	   16.1625	 97.45%	      6.41%	  0.2926
   33	ffn_down_exps       	   5903.06	  0.0103	    13.6290	  0.06	  0.09	  100.00%	 98304	   16.1982	 97.67%	      3.69%	  0.2128
   32	ffn_down_exps       	   5755.54	  0.0091	    29.6704	  0.06	  0.14	  100.00%	 98304	   16.0943	 97.04%	      1.90%	  0.1692
   31	ffn_down_exps       	   5097.29	  0.0074	    15.0014	  0.05	  0.11	  100.00%	 98304	   16.0377	 96.70%	      2.17%	  0.1556
   30	ffn_down_exps       	   4870.76	  0.0053	    13.6334	  0.05	  0.10	  100.00%	 98304	   16.0683	 96.88%	      2.49%	  0.2414
   28	ffn_down_exps       	   4618.29	  0.0069	     7.6777	  0.05	  0.06	  100.00%	 98304	   16.1411	 97.32%	      4.97%	  0.3841
   29	ffn_down_exps       	   4434.59	  0.0064	     4.2032	  0.05	  0.05	  100.00%	 98304	   16.1665	 97.48%	      6.28%	  0.3661
   27	ffn_down_exps       	   4355.26	  0.0063	     2.7079	  0.04	  0.04	  100.00%	 98304	   16.2293	 97.86%	      7.55%	  0.3961
   25	ffn_down_exps       	   4162.50	  0.0072	     6.0485	  0.04	  0.05	  100.00%	 98304	   16.1995	 97.68%	      5.56%	  0.2721
   26	ffn_down_exps       	   3870.13	  0.0045	     3.7525	  0.04	  0.04	  100.00%	 98304	   16.1885	 97.61%	      6.95%	  0.2884
   24	ffn_down_exps       	   3400.24	  0.0065	     4.5472	  0.03	  0.04	  100.00%	 98304	   16.2422	 97.93%	      6.64%	  0.4216
   23	ffn_down_exps       	   3309.76	  0.0027	     2.8009	  0.03	  0.03	  100.00%	 98304	   16.2737	 98.12%	      7.03%	  0.4090
   22	ffn_down_exps       	   3125.79	  0.0059	     7.4360	  0.03	  0.04	  100.00%	 98304	   16.2479	 97.97%	      5.21%	  0.2822
   20	ffn_down_exps       	   2840.71	  0.0017	     4.6127	  0.03	  0.04	  100.00%	 98304	   16.2403	 97.92%	      4.04%	  0.1811
   19	ffn_down_exps       	   2825.22	  0.0014	    11.3460	  0.03	  0.07	  100.00%	 98304	   16.0283	 96.64%	      1.59%	  0.1516
    3	ffn_down_exps       	   2801.55	  0.0004	  1918.1819	  0.03	  6.12	  100.00%	 98304	    5.4505	 32.86%	      0.00%	  0.0000
   18	ffn_down_exps       	   2717.22	  0.0027	     6.1636	  0.03	  0.05	  100.00%	 98304	   16.1050	 97.11%	      2.35%	  0.2396
   21	ffn_down_exps       	   2706.57	  0.0053	     7.2737	  0.03	  0.04	  100.00%	 98304	   16.2832	 98.18%	      4.00%	  0.2168
    1	ffn_down_exps       	   2405.60	  0.0000	  2173.2073	  0.02	  6.93	   99.01%	 98304	    1.9956	 12.03%	      0.00%	  0.0009
   16	ffn_down_exps       	   2025.97	  0.0028	     4.5053	  0.02	  0.03	  100.00%	 98304	   16.2148	 97.77%	      3.78%	  0.3713
   17	ffn_down_exps       	   1906.97	  0.0013	     2.5637	  0.02	  0.02	  100.00%	 98304	   16.2747	 98.13%	      5.57%	  0.3725
   15	ffn_down_exps       	   1845.26	  0.0012	     0.7750	  0.02	  0.02	  100.00%	 98304	   16.3031	 98.30%	      6.95%	  0.4025
   13	ffn_down_exps       	   1758.95	  0.0020	     2.0632	  0.02	  0.02	  100.00%	 98304	   16.2407	 97.92%	      5.57%	  0.3826
   14	ffn_down_exps       	   1703.86	  0.0007	     1.6321	  0.02	  0.02	  100.00%	 98304	   16.2421	 97.93%	      6.01%	  0.3977
   11	ffn_down_exps       	   1318.69	  0.0005	     0.9430	  0.01	  0.01	  100.00%	 98304	   16.2791	 98.16%	      7.75%	  0.4077
   12	ffn_down_exps       	   1306.50	  0.0006	     0.9066	  0.01	  0.01	  100.00%	 98304	   16.2818	 98.17%	      6.92%	  0.4212
    9	ffn_down_exps       	   1230.11	  0.0001	     2.8776	  0.01	  0.02	  100.00%	 98304	   16.2279	 97.85%	      3.79%	  0.2723
    8	ffn_down_exps       	   1223.73	  0.0010	     1.5566	  0.01	  0.02	  100.00%	 98304	   16.2127	 97.76%	      4.02%	  0.2527
   10	ffn_down_exps       	   1219.70	  0.0003	     1.7515	  0.01	  0.01	  100.00%	 98304	   16.2560	 98.02%	      5.36%	  0.3320
    7	ffn_down_exps       	   1084.66	  0.0011	     3.0869	  0.01	  0.02	  100.00%	 98304	   16.1171	 97.18%	      2.40%	  0.2358
    6	ffn_down_exps       	    951.05	  0.0008	     1.5912	  0.01	  0.01	  100.00%	 98304	   16.2066	 97.72%	      3.17%	  0.3261
    5	ffn_down_exps       	    912.08	  0.0001	     0.9880	  0.01	  0.01	  100.00%	 98304	   16.1699	 97.50%	      4.89%	  0.3723
    4	ffn_down_exps       	    764.70	  0.0000	     1.0237	  0.01	  0.01	  100.00%	 98304	   16.1743	 97.52%	      4.10%	  0.0024
    0	ffn_down_exps       	    101.18	  0.0000	     0.1352	  0.00	  0.00	   94.05%	 98304	   15.5804	 93.94%	      5.14%	  0.0000
   47	ffn_gate_exps       	 484580.03	  0.0000	   843.3502	  1.85	 13.84	   99.95%	262144	   15.7815	 87.68%	      0.83%	  0.2766
   46	ffn_gate_exps       	 400055.38	  0.0021	  1029.2225	  1.53	  8.39	  100.00%	262144	   16.5687	 92.05%	      1.03%	  0.3358
   45	ffn_gate_exps       	 361652.72	  0.0000	   905.0513	  1.38	  7.37	   99.95%	262144	   16.7835	 93.24%	      0.91%	  0.3168
   44	ffn_gate_exps       	 325460.62	  0.0000	  1913.5249	  1.24	  7.30	   99.95%	262144	   16.8322	 93.51%	      0.82%	  0.3421
   43	ffn_gate_exps       	 299598.81	  0.0000	  1487.5237	  1.14	  5.78	   99.95%	262144	   16.9341	 94.08%	      0.91%	  0.3578
   42	ffn_gate_exps       	 269591.31	  0.0000	  1396.9700	  1.03	  5.41	   99.95%	262144	   16.8426	 93.57%	      0.94%	  0.3151
   41	ffn_gate_exps       	 227818.16	  0.0402	   501.4615	  0.87	  3.64	  100.00%	262144	   16.9123	 93.96%	      1.18%	  0.3633
   40	ffn_gate_exps       	 197524.58	  0.0264	   609.5585	  0.75	  3.40	  100.00%	262144	   16.8960	 93.87%	      1.06%	  0.3996
   39	ffn_gate_exps       	 167366.77	  0.0324	  2640.7988	  0.64	  5.86	  100.00%	262144	   16.8031	 93.35%	      0.50%	  0.3594
   38	ffn_gate_exps       	 141474.95	  0.0368	  1006.3971	  0.54	  3.15	  100.00%	262144	   16.8481	 93.60%	      0.80%	  0.3747
   37	ffn_gate_exps       	 137332.88	  0.0436	  2378.1421	  0.52	  5.32	  100.00%	262144	   16.6875	 92.71%	      0.52%	  0.3422
   36	ffn_gate_exps       	 117342.16	  0.0863	   430.1849	  0.45	  2.24	  100.00%	262144	   17.0685	 94.83%	      0.78%	  0.3544
   35	ffn_gate_exps       	 117033.52	  0.0616	  2424.1414	  0.45	  5.24	  100.00%	262144	   16.9201	 94.00%	      0.34%	  0.2777
   30	ffn_gate_exps       	 111722.39	  0.0410	   550.2809	  0.43	  2.14	  100.00%	262144	   17.1435	 95.24%	      0.67%	  0.2265
   34	ffn_gate_exps       	 111513.38	  0.0379	  1465.5873	  0.43	  3.39	  100.00%	262144	   17.0739	 94.85%	      0.50%	  0.3351
   31	ffn_gate_exps       	 106473.48	  0.0114	   391.4956	  0.41	  1.64	  100.00%	262144	   17.2488	 95.83%	      0.78%	  0.2337
   33	ffn_gate_exps       	 102744.98	  0.0296	   988.2241	  0.39	  2.74	  100.00%	262144	   17.1657	 95.36%	      0.48%	  0.2347
   32	ffn_gate_exps       	 101266.88	  0.0155	   695.6860	  0.39	  2.31	  100.00%	262144	   17.2115	 95.62%	      0.55%	  0.2425
   29	ffn_gate_exps       	  91470.73	  0.0191	   365.4971	  0.35	  1.58	  100.00%	262144	   17.1650	 95.36%	      0.79%	  0.3147
   28	ffn_gate_exps       	  89634.03	  0.0114	   459.5984	  0.34	  1.90	  100.00%	262144	   17.1350	 95.19%	      0.63%	  0.3019
   27	ffn_gate_exps       	  85589.98	  0.0111	  1639.7485	  0.33	  3.67	  100.00%	262144	   17.0039	 94.47%	      0.33%	  0.2544
   26	ffn_gate_exps       	  78785.66	  0.0192	  2276.7202	  0.30	  6.01	  100.00%	262144	   16.6619	 92.57%	      0.19%	  0.2485
   25	ffn_gate_exps       	  77902.86	  0.0361	   447.9771	  0.30	  1.34	  100.00%	262144	   17.2620	 95.90%	      0.78%	  0.2448
   18	ffn_gate_exps       	  74192.20	  0.0209	   421.8075	  0.28	  1.24	  100.00%	262144	   17.3665	 96.48%	      0.75%	  0.2449
   24	ffn_gate_exps       	  73205.97	  0.0547	   231.2041	  0.28	  1.09	  100.00%	262144	   17.3854	 96.59%	      0.80%	  0.2879
   23	ffn_gate_exps       	  72778.74	  0.0496	   592.8560	  0.28	  1.69	  100.00%	262144	   17.3173	 96.21%	      0.58%	  0.1815
   19	ffn_gate_exps       	  71144.27	  0.0076	   468.3491	  0.27	  1.26	  100.00%	262144	   17.3740	 96.52%	      0.71%	  0.2488
   22	ffn_gate_exps       	  68464.53	  0.0262	  1412.6735	  0.26	  3.04	  100.00%	262144	   17.1497	 95.28%	      0.32%	  0.2905
   20	ffn_gate_exps       	  66952.17	  0.0084	   330.3265	  0.26	  1.19	  100.00%	262144	   17.3988	 96.66%	      0.65%	  0.2049
   21	ffn_gate_exps       	  64463.30	  0.0114	   313.2654	  0.25	  1.12	  100.00%	262144	   17.4246	 96.80%	      0.61%	  0.2919
   17	ffn_gate_exps       	  57654.75	  0.0050	   419.0549	  0.22	  1.43	  100.00%	262144	   17.2547	 95.86%	      0.52%	  0.2821
   16	ffn_gate_exps       	  57265.79	  0.0043	   804.6635	  0.22	  1.96	  100.00%	262144	   17.2001	 95.56%	      0.36%	  0.2743
   15	ffn_gate_exps       	  54392.94	  0.0045	   817.3429	  0.21	  2.06	  100.00%	262144	   17.1663	 95.37%	      0.33%	  0.2351
   14	ffn_gate_exps       	  50895.98	  0.0054	  1864.8400	  0.19	  3.75	  100.00%	262144	   16.9058	 93.92%	      0.19%	  0.2770
   13	ffn_gate_exps       	  49518.78	  0.0139	   288.2921	  0.19	  1.09	  100.00%	262144	   17.1461	 95.26%	      0.66%	  0.2682
   11	ffn_gate_exps       	  43224.66	  0.0103	  1012.2432	  0.16	  2.77	  100.00%	262144	   16.8037	 93.35%	      0.22%	  0.2485
   12	ffn_gate_exps       	  42896.83	  0.0094	   284.0481	  0.16	  0.86	  100.00%	262144	   17.2886	 96.05%	      0.63%	  0.2652
    9	ffn_gate_exps       	  40513.11	  0.0024	   518.8544	  0.15	  1.42	  100.00%	262144	   17.1524	 95.29%	      0.38%	  0.2146
   10	ffn_gate_exps       	  39727.13	  0.0037	   539.6807	  0.15	  1.38	  100.00%	262144	   17.1438	 95.24%	      0.41%	  0.3197
    8	ffn_gate_exps       	  39575.64	  0.0003	   202.2097	  0.15	  0.90	  100.00%	262144	   17.2871	 96.04%	      0.50%	  0.2801
    7	ffn_gate_exps       	  38341.48	  0.0030	   231.0223	  0.15	  0.63	  100.00%	262144	   17.3697	 96.50%	      0.65%	  0.2091
    6	ffn_gate_exps       	  38172.30	  0.0049	   755.9384	  0.15	  1.66	  100.00%	262144	   17.0887	 94.94%	      0.32%	  0.2587
    2	ffn_gate_exps       	  31907.65	  0.0002	  6400.5166	  0.12	 13.23	  100.00%	262144	   11.8230	 65.68%	      0.02%	  0.0562
    5	ffn_gate_exps       	  31678.54	  0.0008	   185.3778	  0.12	  0.73	  100.00%	262144	   17.0585	 94.77%	      0.54%	  0.3918
    4	ffn_gate_exps       	  29749.69	  0.0006	   124.1762	  0.11	  0.55	  100.00%	262144	   17.0498	 94.72%	      0.61%	  0.1845
    3	ffn_gate_exps       	  28550.76	  0.0000	   857.5189	  0.11	  3.29	  100.00%	262144	   15.3735	 85.41%	      0.14%	  0.1022
    1	ffn_gate_exps       	  13572.31	  0.0005	    35.1325	  0.05	  0.31	  100.00%	262144	   16.4259	 91.25%	      0.61%	  0.4601
    0	ffn_gate_exps       	   7365.84	  0.0001	     8.8726	  0.03	  0.17	  100.00%	262144	   15.8481	 88.05%	      0.97%	  0.0000
   47	ffn_gate_inp        	   3631.44	  0.0000	   272.9281	  1.77	  9.13	   99.95%	  2048	    9.0964	 82.69%	      1.46%	  0.7892
   46	ffn_gate_inp        	   3006.01	  0.0034	   120.9593	  1.47	  4.55	  100.00%	  2048	    9.8811	 89.83%	      2.05%	  0.9850
   45	ffn_gate_inp        	   2769.73	  0.0000	   110.1188	  1.35	  3.65	   99.95%	  2048	   10.0941	 91.76%	      1.95%	  0.9909
   44	ffn_gate_inp        	   2476.59	  0.0000	    89.6182	  1.21	  3.08	   99.95%	  2048	   10.1480	 92.25%	      2.15%	  0.9939
   43	ffn_gate_inp        	   2280.30	  0.0000	    76.9178	  1.11	  2.73	   99.95%	  2048	   10.1810	 92.55%	      2.29%	  0.9825
   42	ffn_gate_inp        	   2055.70	  0.0000	    58.0923	  1.00	  2.53	   99.95%	  2048	   10.1126	 91.93%	      2.20%	  0.9818
   41	ffn_gate_inp        	   1752.56	  0.0562	    46.5654	  0.86	  2.13	  100.00%	  2048	   10.1112	 91.92%	      2.29%	  0.9912
   40	ffn_gate_inp        	   1510.99	  0.0368	    50.1493	  0.74	  1.94	  100.00%	  2048	   10.0915	 91.74%	      2.05%	  0.9893
   39	ffn_gate_inp        	   1257.66	  0.0472	    47.4636	  0.61	  1.64	  100.00%	  2048	   10.1326	 92.11%	      1.56%	  0.9958
   38	ffn_gate_inp        	   1068.60	  0.0485	    46.4685	  0.52	  1.48	  100.00%	  2048	   10.0662	 91.51%	      1.66%	  0.9900
   37	ffn_gate_inp        	   1022.23	  0.0628	    49.3939	  0.50	  1.48	  100.00%	  2048	   10.0411	 91.28%	      1.66%	  0.9918
   36	ffn_gate_inp        	    872.51	  0.1218	    36.9156	  0.43	  1.08	  100.00%	  2048	   10.2944	 93.59%	      1.42%	  0.9945
   30	ffn_gate_inp        	    857.54	  0.0621	    25.9107	  0.42	  0.98	  100.00%	  2048	   10.3243	 93.86%	      1.46%	  0.9806
   35	ffn_gate_inp        	    854.15	  0.0830	    29.9115	  0.42	  0.96	  100.00%	  2048	   10.3371	 93.97%	      1.42%	  0.9958
   31	ffn_gate_inp        	    825.84	  0.0152	    24.7116	  0.40	  0.90	  100.00%	  2048	   10.3685	 94.26%	      1.46%	  0.9981
   34	ffn_gate_inp        	    819.33	  0.0528	    25.4576	  0.40	  0.86	  100.00%	  2048	   10.3889	 94.44%	      1.61%	  0.9866
   33	ffn_gate_inp        	    766.00	  0.0374	    19.6363	  0.37	  0.77	  100.00%	  2048	   10.4256	 94.78%	      1.46%	  0.9961
   32	ffn_gate_inp        	    765.79	  0.0223	    18.3296	  0.37	  0.76	  100.00%	  2048	   10.4323	 94.84%	      1.51%	  0.9863
   29	ffn_gate_inp        	    700.94	  0.0255	    19.2499	  0.34	  0.77	  100.00%	  2048	   10.3165	 93.79%	      1.51%	  0.9975
   28	ffn_gate_inp        	    680.97	  0.0159	    18.2628	  0.33	  0.73	  100.00%	  2048	   10.3437	 94.03%	      1.56%	  0.9928
   27	ffn_gate_inp        	    637.72	  0.0187	    15.1713	  0.31	  0.65	  100.00%	  2048	   10.4051	 94.59%	      1.37%	  0.9974
   25	ffn_gate_inp        	    593.05	  0.0493	    13.3160	  0.29	  0.56	  100.00%	  2048	   10.4187	 94.72%	      1.56%	  0.9925
   18	ffn_gate_inp        	    584.82	  0.0325	     9.9629	  0.29	  0.50	  100.00%	  2048	   10.5041	 95.49%	      1.56%	  0.9669
   26	ffn_gate_inp        	    572.63	  0.0371	    14.2112	  0.28	  0.59	  100.00%	  2048	   10.3799	 94.36%	      1.51%	  0.9843
   19	ffn_gate_inp        	    561.48	  0.0098	    10.5305	  0.27	  0.48	  100.00%	  2048	   10.5115	 95.56%	      1.37%	  0.9900
   24	ffn_gate_inp        	    558.10	  0.0800	    10.3625	  0.27	  0.45	  100.00%	  2048	   10.5584	 95.99%	      1.27%	  0.9901
   23	ffn_gate_inp        	    548.02	  0.0650	    10.9541	  0.27	  0.46	  100.00%	  2048	   10.5336	 95.76%	      1.37%	  0.9971
   20	ffn_gate_inp        	    518.33	  0.0128	     8.5916	  0.25	  0.41	  100.00%	  2048	   10.5598	 96.00%	      1.61%	  0.9898
   22	ffn_gate_inp        	    512.50	  0.0406	     9.5554	  0.25	  0.41	  100.00%	  2048	   10.5505	 95.91%	      1.56%	  0.9890
   21	ffn_gate_inp        	    495.52	  0.0160	     8.5408	  0.24	  0.39	  100.00%	  2048	   10.5757	 96.14%	      1.56%	  0.9964
   17	ffn_gate_inp        	    449.27	  0.0063	     8.9646	  0.22	  0.39	  100.00%	  2048	   10.5037	 95.49%	      1.71%	  0.9968
   16	ffn_gate_inp        	    441.20	  0.0081	     8.6286	  0.22	  0.37	  100.00%	  2048	   10.5220	 95.65%	      1.71%	  0.9930
   15	ffn_gate_inp        	    421.37	  0.0078	     9.8213	  0.21	  0.37	  100.00%	  2048	   10.5195	 95.63%	      1.51%	  0.9975
   13	ffn_gate_inp        	    388.66	  0.0253	    14.3094	  0.19	  0.44	  100.00%	  2048	   10.3602	 94.18%	      1.27%	  0.9923
   14	ffn_gate_inp        	    388.42	  0.0180	    10.0436	  0.19	  0.36	  100.00%	  2048	   10.4737	 95.22%	      1.46%	  0.9778
   12	ffn_gate_inp        	    340.46	  0.0126	    11.4088	  0.17	  0.34	  100.00%	  2048	   10.4817	 95.29%	      1.12%	  0.9983
   11	ffn_gate_inp        	    329.23	  0.0167	    11.3318	  0.16	  0.35	  100.00%	  2048	   10.4371	 94.88%	      1.17%	  0.9969
    9	ffn_gate_inp        	    312.68	  0.0045	     7.9042	  0.15	  0.28	  100.00%	  2048	   10.5139	 95.58%	      1.51%	  0.9964
   10	ffn_gate_inp        	    311.90	  0.0050	     9.8788	  0.15	  0.31	  100.00%	  2048	   10.4658	 95.14%	      1.07%	  0.9851
    8	ffn_gate_inp        	    306.62	  0.0004	     8.0715	  0.15	  0.28	  100.00%	  2048	   10.5193	 95.63%	      1.51%	  0.9692
    7	ffn_gate_inp        	    303.98	  0.0043	     5.8254	  0.15	  0.27	  100.00%	  2048	   10.5072	 95.52%	      1.51%	  0.9964
    6	ffn_gate_inp        	    297.10	  0.0072	     6.1797	  0.15	  0.27	  100.00%	  2048	   10.4829	 95.30%	      1.46%	  0.9401
    5	ffn_gate_inp        	    248.84	  0.0011	     9.4702	  0.12	  0.30	  100.00%	  2048	   10.2959	 93.60%	      1.12%	  0.9885
    4	ffn_gate_inp        	    232.91	  0.0012	     9.4238	  0.11	  0.31	  100.00%	  2048	   10.2287	 92.99%	      1.07%	  0.6009
    3	ffn_gate_inp        	    206.24	  0.0001	    24.3563	  0.10	  0.58	  100.00%	  2048	    9.5905	 87.19%	      0.68%	  0.9834
    2	ffn_gate_inp        	    192.31	  0.0003	    46.9209	  0.09	  1.07	  100.00%	  2048	    8.1594	 74.18%	      0.59%	  0.2473
    1	ffn_gate_inp        	    107.55	  0.0017	     6.5584	  0.05	  0.25	  100.00%	  2048	    9.5836	 87.12%	      0.73%	  0.8403
    0	ffn_gate_inp        	     58.87	  0.0002	     3.6881	  0.03	  0.14	  100.00%	  2048	    9.0912	 82.65%	      1.17%	  0.0000
   47	ffn_up_exps         	 484580.03	  0.0000	   843.3502	  1.85	 13.84	   99.95%	262144	   15.7815	 87.68%	      0.83%	  0.2766
   46	ffn_up_exps         	 400055.38	  0.0021	  1029.2225	  1.53	  8.39	  100.00%	262144	   16.5687	 92.05%	      1.03%	  0.3358
   45	ffn_up_exps         	 361652.72	  0.0000	   905.0513	  1.38	  7.37	   99.95%	262144	   16.7835	 93.24%	      0.91%	  0.3168
   44	ffn_up_exps         	 325460.62	  0.0000	  1913.5249	  1.24	  7.30	   99.95%	262144	   16.8322	 93.51%	      0.82%	  0.3421
   43	ffn_up_exps         	 299598.81	  0.0000	  1487.5237	  1.14	  5.78	   99.95%	262144	   16.9341	 94.08%	      0.91%	  0.3578
   42	ffn_up_exps         	 269591.31	  0.0000	  1396.9700	  1.03	  5.41	   99.95%	262144	   16.8426	 93.57%	      0.94%	  0.3151
   41	ffn_up_exps         	 227818.16	  0.0402	   501.4615	  0.87	  3.64	  100.00%	262144	   16.9123	 93.96%	      1.18%	  0.3633
   40	ffn_up_exps         	 197524.58	  0.0264	   609.5585	  0.75	  3.40	  100.00%	262144	   16.8960	 93.87%	      1.06%	  0.3996
   39	ffn_up_exps         	 167366.77	  0.0324	  2640.7988	  0.64	  5.86	  100.00%	262144	   16.8031	 93.35%	      0.50%	  0.3594
   38	ffn_up_exps         	 141474.95	  0.0368	  1006.3971	  0.54	  3.15	  100.00%	262144	   16.8481	 93.60%	      0.80%	  0.3747
   37	ffn_up_exps         	 137332.88	  0.0436	  2378.1421	  0.52	  5.32	  100.00%	262144	   16.6875	 92.71%	      0.52%	  0.3422
   36	ffn_up_exps         	 117342.16	  0.0863	   430.1849	  0.45	  2.24	  100.00%	262144	   17.0685	 94.83%	      0.78%	  0.3544
   35	ffn_up_exps         	 117033.52	  0.0616	  2424.1414	  0.45	  5.24	  100.00%	262144	   16.9201	 94.00%	      0.34%	  0.2777
   30	ffn_up_exps         	 111722.39	  0.0410	   550.2809	  0.43	  2.14	  100.00%	262144	   17.1435	 95.24%	      0.67%	  0.2265
   34	ffn_up_exps         	 111513.38	  0.0379	  1465.5873	  0.43	  3.39	  100.00%	262144	   17.0739	 94.85%	      0.50%	  0.3351
   31	ffn_up_exps         	 106473.48	  0.0114	   391.4956	  0.41	  1.64	  100.00%	262144	   17.2488	 95.83%	      0.78%	  0.2337
   33	ffn_up_exps         	 102744.98	  0.0296	   988.2241	  0.39	  2.74	  100.00%	262144	   17.1657	 95.36%	      0.48%	  0.2347
